2022-05-24,10:33:07.998889,752.0,752.0,751.5,751.85,,751.85,[[0.6379595]]
2022-05-24,10:34:13.106638,752.0,753.35,752.0,753.3,S,753.3,[[0.63743262]]
2022-05-24,10:35:20.310771,753.3,754.3,753.05,754.3,S,754.3,[[0.63758375]]
2022-05-24,10:36:26.703780,754.3,755.25,754.15,755.25,S,755.25,[[0.63749477]]
2022-05-24,10:37:59.473365,755.3,755.3,754.6,754.7,,754.7,[[0.63847442]]
2022-05-24,10:39:42.711067,754.7,755.9,754.7,755.9,S,755.9,[[0.63736335]]
2022-05-24,10:41:55.701863,754.8,755.45,754.8,755.4,S,755.4,0.6374233755085595
2022-05-24,10:42:59.749221,755.0,755.0,754.5,754.55,,754.55,0.6381880172716545
