Datetime,Open,High,Low,Close,Volume
2022-02-21 09:15:00+05:30,1006.0,1023.0,1006.0,1007.2000122070312,0
2022-02-21 09:20:00+05:30,1007.0,1007.0,986.0499877929688,998.0,10510
2022-02-21 09:25:00+05:30,998.0,998.0,991.0999755859375,991.0999755859375,2001
2022-02-21 09:30:00+05:30,991.0999755859375,996.9000244140625,988.4500122070312,990.5499877929688,3484
2022-02-21 09:35:00+05:30,990.2999877929688,993.9000244140625,988.0,991.0,4474
2022-02-21 09:40:00+05:30,990.0999755859375,998.9000244140625,990.0999755859375,998.7999877929688,3364
2022-02-21 09:45:00+05:30,1003.7000122070312,1013.7999877929688,1000.0,1010.9000244140625,8457
2022-02-21 09:50:00+05:30,1012.2000122070312,1012.8499755859375,1005.5999755859375,1006.5999755859375,2902
2022-02-21 09:55:00+05:30,1006.1500244140625,1006.1500244140625,1002.0,1003.9000244140625,1390
2022-02-21 10:00:00+05:30,1006.0,1006.0,1000.0,1000.0,2067
2022-02-21 10:05:00+05:30,1000.0,1017.6500244140625,999.0,1016.0,7701
2022-02-21 10:10:00+05:30,1015.25,1024.9000244140625,1008.0499877929688,1009.0,5822
2022-02-21 10:15:00+05:30,1009.0,1009.0,1003.4500122070312,1004.25,1388
2022-02-21 10:20:00+05:30,1004.25,1004.25,1002.0,1002.2000122070312,1945
2022-02-21 10:25:00+05:30,1002.2000122070312,1002.2000122070312,1002.1500244140625,1002.1500244140625,1133
2022-02-21 10:30:00+05:30,1002.1500244140625,1002.2000122070312,1001.0,1001.7000122070312,4441
2022-02-21 10:35:00+05:30,1001.7000122070312,1003.0,1000.9000244140625,1001.5499877929688,2422
2022-02-21 10:40:00+05:30,1001.5499877929688,1001.5499877929688,1000.5499877929688,1000.9500122070312,397
2022-02-21 10:45:00+05:30,1000.0999755859375,1000.9500122070312,999.0,999.6500244140625,1107
2022-02-21 10:50:00+05:30,999.6500244140625,1000.0,999.0,1000.0,224
2022-02-21 10:55:00+05:30,1000.0,1000.0,999.0,999.0999755859375,250
2022-02-21 11:00:00+05:30,998.2000122070312,1000.0,998.2000122070312,1000.0,190
