Datetime,Open,High,Low,Close,Volume
2022-02-21 09:15:00+05:30,860.0,876.5,860.0,869.4000244140625,0
2022-02-21 09:20:00+05:30,868.7000122070312,869.6500244140625,861.0,862.4000244140625,7530
2022-02-21 09:25:00+05:30,861.0,861.0,852.4000244140625,853.0,1616
2022-02-21 09:30:00+05:30,854.3499755859375,857.4500122070312,850.7000122070312,850.7000122070312,1466
2022-02-21 09:35:00+05:30,850.0,853.2000122070312,848.6500244140625,851.2000122070312,668
2022-02-21 09:40:00+05:30,851.6500244140625,854.7999877929688,850.0,852.9000244140625,554
2022-02-21 09:45:00+05:30,852.9000244140625,860.0,852.9000244140625,857.3499755859375,1109
2022-02-21 09:50:00+05:30,857.1500244140625,862.4500122070312,856.75,861.0,2860
2022-02-21 09:55:00+05:30,860.8499755859375,861.5999755859375,860.0,860.0,1715
2022-02-21 10:00:00+05:30,860.0,860.7000122070312,859.9000244140625,860.0,1404
2022-02-21 10:05:00+05:30,860.0,861.25,859.9000244140625,860.0499877929688,594
2022-02-21 10:10:00+05:30,860.7999877929688,860.7999877929688,858.0,860.0,15598
2022-02-21 10:15:00+05:30,860.0,860.5,860.0,860.25,786
2022-02-21 10:20:00+05:30,860.0,861.4000244140625,860.0,860.0,912
2022-02-21 10:25:00+05:30,860.0,861.9000244140625,860.0,860.0499877929688,1080
2022-02-21 10:30:00+05:30,861.0,861.0999755859375,860.0,860.0,888
2022-02-21 10:35:00+05:30,860.0,861.4500122070312,860.0,861.4500122070312,593
2022-02-21 10:40:00+05:30,861.2999877929688,862.7999877929688,860.1500244140625,860.1500244140625,1123
2022-02-21 10:45:00+05:30,860.1500244140625,861.0,860.0,860.0,2228
2022-02-21 10:50:00+05:30,861.8499755859375,862.2000122070312,860.0,861.3499755859375,404388
2022-02-21 10:55:00+05:30,861.0,862.6500244140625,860.0499877929688,860.0999755859375,101168
2022-02-21 11:00:00+05:30,861.25,862.0499877929688,860.2999877929688,861.0,512
2022-02-21 11:05:00+05:30,860.2999877929688,861.7000122070312,860.0,860.7000122070312,4512
2022-02-21 11:10:00+05:30,861.4000244140625,861.4000244140625,860.0,860.0,530
2022-02-21 11:15:00+05:30,860.0,862.0,860.0,860.5,200881
2022-02-21 11:20:00+05:30,860.5,861.25,860.5,861.25,883
2022-02-21 11:25:00+05:30,862.2999877929688,862.2999877929688,859.9000244140625,860.0,443
2022-02-21 11:30:00+05:30,860.0,860.75,860.0,860.0,289
2022-02-21 11:35:00+05:30,860.0,860.8499755859375,860.0,860.7999877929688,516
2022-02-21 11:40:00+05:30,860.7999877929688,860.7999877929688,860.0,860.0,355
2022-02-21 11:45:00+05:30,860.0,861.8499755859375,860.0,861.2000122070312,889
2022-02-21 11:50:00+05:30,860.5999755859375,861.3499755859375,860.0,860.0,310
2022-02-21 11:55:00+05:30,860.0,860.9000244140625,860.0,860.1500244140625,325
2022-02-21 12:00:00+05:30,860.0999755859375,862.0,860.0499877929688,861.1500244140625,539
2022-02-21 12:05:00+05:30,861.1500244140625,861.7999877929688,860.1500244140625,860.4500122070312,374
2022-02-21 12:10:00+05:30,861.2999877929688,861.3499755859375,860.0999755859375,860.1500244140625,395
2022-02-21 12:15:00+05:30,860.1500244140625,860.9500122070312,860.0,860.0,716
2022-02-21 12:20:00+05:30,860.0,861.2999877929688,860.0,860.0,482
2022-02-21 12:25:00+05:30,860.0,861.2000122070312,860.0,860.4000244140625,598
2022-02-21 12:30:00+05:30,860.4000244140625,860.9000244140625,860.0,860.9000244140625,351
2022-02-21 12:35:00+05:30,860.9000244140625,860.9000244140625,860.0,860.5999755859375,274
2022-02-21 12:40:00+05:30,860.0,860.8499755859375,860.0,860.0,311
2022-02-21 12:45:00+05:30,860.0,860.4000244140625,858.6500244140625,859.9000244140625,694
2022-02-21 12:50:00+05:30,859.9000244140625,860.75,859.9000244140625,860.5499877929688,458
2022-02-21 12:55:00+05:30,860.5,860.75,860.0,860.5999755859375,336
