1045249,4083,AMBANIORG-SM,"""""",EQ,NSE,NSE
303361,1185,AMBER,AMBER ENTERPRISES (I),EQ,NSE,NSE
2942977,11496,AMBICAAGAR,AMBICA AGAR & AROMAINDLTD,EQ,NSE,NSE
3899905,15234,AMBIKCO,AMBIKA COTTON MILL.,EQ,NSE,NSE
325121,1270,AMBUJACEM,AMBUJA CEMENTS,EQ,NSE,NSE
3685889,14398,AMDIND,AMD INDUSTRIES,EQ,NSE,NSE
1427969,5578,AMIORG,AMI ORGANICS,EQ,NSE,NSE
665089,2598,AMJLAND,AMJ LAND HOLDINGS,EQ,NSE,NSE
346369,1353,AMJUMBO-SM,"""""",EQ,NSE,NSE
4492033,17547,AMRUTANJAN,AMRUTAJAN HEALTH,EQ,NSE,NSE
1829121,7145,ANANDRATHI,ANAND RATHI WEALTH,EQ,NSE,NSE
3486721,13620,ANANTRAJ,ANANT RAJ,EQ,NSE,NSE
5227265,20419,ANDHRACEMT,ANDHRA CEMENTS,EQ,NSE,NSE
42497,166,ANDHRAPAP,ANDHRA PAPER,EQ,NSE,NSE
34817,136,ANDHRSUGAR,ANDHRA SUGARS,EQ,NSE,NSE
1332737,5206,ANDREWYU,ANDREW YULE & CO,EQ,NSE,NSE
82945,324,ANGELONE,ANGEL ONE,EQ,NSE,NSE
4264193,16657,ANIKINDS,ANIK INDUSTRIES,EQ,NSE,NSE
7535105,29434,ANKITMETAL-BE,ANKIT MET & POW,EQ,NSE,NSE
954113,3727,ANMOL,ANMOL INDIA,EQ,NSE,NSE
37889,148,ANSALAPI,ANSAL PROP & INFRA,EQ,NSE,NSE
3501313,13677,ANSALHSG-BE,ANSAL HOUSING,EQ,NSE,NSE
2120961,8285,ANTGRAPHIC-BE,ANTARCTICA,EQ,NSE,NSE
2307585,9014,ANUP,THE ANUP ENGINEERING,EQ,NSE,NSE
724225,2829,ANURAS,ANUPAM RASAYAN INDIA,EQ,NSE,NSE
2941697,11491,APARINDS,APAR INDUSTRIES.,EQ,NSE,NSE
5235969,20453,APCL,ANJANI PORTLAND CEM,EQ,NSE,NSE
39425,154,APCOTEXIND,APCOTEX INDUSTRIES LIMITE,EQ,NSE,NSE
5535489,21623,APEX,APEX FROZEN FOODS,EQ,NSE,NSE
6599681,25780,APLAPOLLO,APL APOLLO TUBES,EQ,NSE,NSE
6483969,25328,APLLTD,ALEMBIC PHARMA,EQ,NSE,NSE
290305,1134,APOLLO,APOLLO MICRO SYSTEMS,EQ,NSE,NSE
40193,157,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,EQ,NSE,NSE
3676417,14361,APOLLOPIPE,APOLLO PIPES,EQ,NSE,NSE
41729,163,APOLLOTYRE,APOLLO TYRES,EQ,NSE,NSE
1613313,6302,APOLSINHOT,APOLLO SINDOORI HOTEL,EQ,NSE,NSE
2753281,10755,APTECHT,APTECH,EQ,NSE,NSE
1391361,5435,APTUS,APTUS VALUE HSG FIN I,EQ,NSE,NSE
4299521,16795,ARCHIDPLY,ARCHIDPLY IND.,EQ,NSE,NSE
1456129,5688,ARCHIES,ARCHIES,EQ,NSE,NSE
2431745,9499,ARENTERP-BE,RAJDARSHAN INDUSTRIES,EQ,NSE,NSE
3892225,15204,ARIES,ARIES AGRO.,EQ,NSE,NSE
3554561,13885,ARIHANT,ARIHANT FOUN & HOU,EQ,NSE,NSE
976129,3813,ARIHANTCAP,ARIHANT CAPITAL MKTS,EQ,NSE,NSE
5160705,20159,ARIHANTSUP,ARIHANT SUPERSTRUCT,EQ,NSE,NSE
4419329,17263,ARMANFIN,ARMAN FIN SERV,EQ,NSE,NSE
3726593,14557,AROGRANITE,ARO GRANITE IND..,EQ,NSE,NSE
2370561,9260,ARROWGREEN,ARROW GREENTECH,EQ,NSE,NSE
4562177,17821,ARSHIYA,ARSHIYA,EQ,NSE,NSE
4659713,18202,ARSSINFRA,ARSS INFRA PROJ.,EQ,NSE,NSE
4329729,16913,ARTEMISMED,ARTEMIS MED SERVICE,EQ,NSE,NSE
1576705,6159,ARTNIRMAN-BE,ART NIRMAN,EQ,NSE,NSE
720385,2814,ARVEE,ARVEE LABORATORIES I,EQ,NSE,NSE
49409,193,ARVIND,ARVIND,EQ,NSE,NSE
2332417,9111,ARVINDFASN,ARVIND FASHIONS,EQ,NSE,NSE
2676993,10457,ARVSMART,ARVIND SMARTSPACES,EQ,NSE,NSE
1376769,5378,ASAHIINDIA,ASAHI INDIA GLASS,EQ,NSE,NSE
6422529,25088,ASAHISONG,ASAHI SONGWON COLOR,EQ,NSE,NSE
2722305,10634,ASAL,AUTOMOTIVE STAMPINGS & AS,EQ,NSE,NSE
4505089,17598,ASALCBR,ASSO ALCOHOLS & BREW,EQ,NSE,NSE
3840257,15001,ASCOM-SM,"""""",EQ,NSE,NSE
51969,203,ASHAPURMIN,ASHAPURA MINECHEM,EQ,NSE,NSE
6247169,24403,ASHIANA,ASHIANA HOUSING,EQ,NSE,NSE
52737,206,ASHIMASYN,ASHIMA,EQ,NSE,NSE
5166593,20182,ASHOKA,ASHOKA BUILDCON,EQ,NSE,NSE
54273,212,ASHOKLEY,ASHOK LEYLAND,EQ,NSE,NSE
1799681,7030,ASIANENE,ASIAN ENERGY SERVICES,EQ,NSE,NSE
4716033,18422,ASIANHOTNR,ASIAN HOTELS (NORTH),EQ,NSE,NSE
60417,236,ASIANPAINT,ASIAN PAINTS,EQ,NSE,NSE
3811585,14889,ASIANTILES,ASIAN GRANITO IND..,EQ,NSE,NSE
5248513,20502,ASLIND-SM,"""""",EQ,NSE,NSE
4421121,17270,ASPINWALL,ASPINWALL & CO,EQ,NSE,NSE
4538369,17728,ASTEC,ASTEC LIFESCIENCES,EQ,NSE,NSE
386049,1508,ASTERDM,ASTER DM HEALTHCARE.,EQ,NSE,NSE
3691009,14418,ASTRAL,ASTRAL,EQ,NSE,NSE
2974209,11618,ASTRAMICRO,ASTRA MICROWAVE,EQ,NSE,NSE
1436161,5610,ASTRAZEN,ASTRAZENECA PHARMA IND LT,EQ,NSE,NSE
223745,874,ASTRON,ASTRON PAPER BORD MIL,EQ,NSE,NSE
144897,566,ATALREAL-SM,"""""",EQ,NSE,NSE
425729,1663,ATFL,AGRO TECH FOODS,EQ,NSE,NSE
1554945,6074,ATGL-BE,ADANI TOTAL GAS,EQ,NSE,NSE
3477761,13585,ATLANTA,ATLANTA,EQ,NSE,NSE
67329,263,ATUL,ATUL,EQ,NSE,NSE
7685889,30023,ATULAUTO,ATUL AUTO,EQ,NSE,NSE
5436929,21238,AUBANK,AU SMALL FINANCE BANK,EQ,NSE,NSE
4803073,18762,AURDIS-SM,"""""",EQ,NSE,NSE
3077633,12022,AURIONPRO,AURIONPRO SOLN,EQ,NSE,NSE
70401,275,AUROPHARMA,AUROBINDO PHARMA,EQ,NSE,NSE
2639361,10310,AURUM,AURUM PROPTECH,EQ,NSE,NSE
1033473,4037,AUSOMENT,AUSOM ENTERPRISE,EQ,NSE,NSE
71169,278,AUTOAXLES,AUTOMOTIVE AXLES,EQ,NSE,NSE
3611137,14106,AUTOIND,AUTOLINE INDUSTRIES,EQ,NSE,NSE
5479937,21406,AVADHSUGAR,AVADH SUG & ENERGY,EQ,NSE,NSE
2031617,7936,AVANTIFEED,AVANTI FEEDS,EQ,NSE,NSE
670977,2621,AVG-SM,"""""",EQ,NSE,NSE
1062913,4152,AVROIND-SM,"""""",EQ,NSE,NSE
4785153,18692,AVSL-SM,"""""",EQ,NSE,NSE
3586049,14008,AVTNPL,AVT NATURAL PRODUCTS,EQ,NSE,NSE
460033,1797,AWHCL,ANTONY WASTE HDG CELL,EQ,NSE,NSE
1510401,5900,AXISBANK,AXIS BANK,EQ,NSE,NSE
267265,1044,AXISBNKETF,AXISAMC - AXISBNKETF,EQ,NSE,NSE
903681,3530,AXISBPSETF,AXISAMC - AXISBPSETF,EQ,NSE,NSE
2416641,9440,AXISCADES-BE,AXISCADES TECH,EQ,NSE,NSE
1467393,5732,AXISCETF,AXISAMC - AXISCETF,EQ,NSE,NSE
5256193,20532,AXISGOLD,AXIS MF - AXIS GOLD ETF,EQ,NSE,NSE
923649,3608,AXISHCETF,AXISAMC - AXISHCETF,EQ,NSE,NSE
5440513,21252,AXISNIFTY,AXISAMC - AXISNIFTY,EQ,NSE,NSE
770561,3010,AXISTECETF,AXISAMC - AXISTECETF,EQ,NSE,NSE
2632961,10285,AYMSYNTEX,AYM SYNTEX,EQ,NSE,NSE
4541953,17742,BAFNAPH,BAFNA PHARMACEUTICALS,EQ,NSE,NSE
3603201,14075,BAGFILMS-BE,B.A.G FILMS AND MEDIA,EQ,NSE,NSE
4267265,16669,BAJAJ-AUTO,BAJAJ AUTO,EQ,NSE,NSE
4999937,19531,BAJAJCON,BAJAJ CONSUMER CARE,EQ,NSE,NSE
3848705,15034,BAJAJELEC,BAJAJ ELECT.LTD,EQ,NSE,NSE
4268801,16675,BAJAJFINSV,BAJAJ FINSERV.,EQ,NSE,NSE
1756929,6863,BAJAJHCARE,BAJAJ HEALTHCARE,EQ,NSE,NSE
78849,308,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,EQ,NSE,NSE
78081,305,BAJAJHLDNG,BAJAJ HOLDINGS & INVS,EQ,NSE,NSE
81153,317,BAJFINANCE,BAJAJ FINANCE,EQ,NSE,NSE
2344449,9158,BALAJITELE,BALAJI TELEFILMS,EQ,NSE,NSE
3712257,14501,BALAMINES,BALAJI AMINES,EQ,NSE,NSE
2895105,11309,BALAXI,BALAXI PHARMA,EQ,NSE,NSE
2606337,10181,BALKRISHNA,BALKRISHNA PAPER MILLS L,EQ,NSE,NSE
85761,335,BALKRISIND,BALKRISHNA IND.,EQ,NSE,NSE
86529,338,BALMLAWRIE,BALMER LAWRIE & CO,EQ,NSE,NSE
3440897,13441,BALPHARMA,BAL PHARMA.,EQ,NSE,NSE
87297,341,BALRAMCHIN,BALRAMPUR CHINI MILLS,EQ,NSE,NSE
88833,347,BANARBEADS,BANARAS BEADS,EQ,NSE,NSE
89601,350,BANARISUG,BANNARI AMMAN SUGARS,EQ,NSE,NSE
3553281,13880,BANCOINDIA,BANCO PRODUCTS (I),EQ,NSE,NSE
579329,2263,BANDHANBNK,BANDHAN BANK,EQ,NSE,NSE
3917569,15303,BANG,BANG OVERSEAS.,EQ,NSE,NSE
210433,822,BANKA,BANKA BIOLOO,EQ,NSE,NSE
1195009,4668,BANKBARODA,BANK OF BARODA,EQ,NSE,NSE
2928385,11439,BANKBEES,NIP IND ETF BANK BEES,EQ,NSE,NSE
1214721,4745,BANKINDIA,BANK OF INDIA,EQ,NSE,NSE
3714817,14511,BANSWRAS,BANSWARA SYNTEX,EQ,NSE,NSE
800513,3127,BARBEQUE,BARBEQUE NATION HOSP.,EQ,NSE,NSE
4587777,17921,BARTRONICS-BZ,"""""",EQ,NSE,NSE
94209,368,BASF,BASF INDIA,EQ,NSE,NSE
3080705,12034,BASML,BANNARI AM SPIN MILL.,EQ,NSE,NSE
94977,371,BATAINDIA,BATA INDIA,EQ,NSE,NSE
4589313,17927,BAYERCROP,BAYER CROPSCIENCE,EQ,NSE,NSE
1842177,7196,BBETF0432,EDELAMC - BBETF0432,EQ,NSE,NSE
3522817,13761,BBL,BHARAT BIJLEE,EQ,NSE,NSE
879361,3435,BBOX,BLACK BOX,EQ,NSE,NSE
97281,380,BBTC,BOMBAY BURMAH TRADING COR,EQ,NSE,NSE
1455873,5687,BBTCL-SM,"""""",EQ,NSE,NSE
2263297,8841,BCG-BE,BRIGHTCOM GROUP,EQ,NSE,NSE
645377,2521,BCLIND-BE,BCL INDUSTRIES,EQ,NSE,NSE
256513,1002,BCONCEPTS-SM,"""""",EQ,NSE,NSE
2985473,11662,BCP,B.C. POWER CONTROLS,EQ,NSE,NSE
548865,2144,BDL,BHARAT DYNAMICS,EQ,NSE,NSE
1099265,4294,BDR-IT,"""""",EQ,NSE,NSE
1938689,7573,BEARD-RE-BE,BEARDSELL,EQ,NSE,NSE
4590849,17933,BEARDSELL,BEARDSELL,EQ,NSE,NSE
416769,1628,BECTORFOOD,MRS BECTORS FOOD SPE,EQ,NSE,NSE
5170177,20196,BEDMUTHA,BEDMUTHA INDUST,EQ,NSE,NSE
98049,383,BEL,BHARAT ELECTRONICS,EQ,NSE,NSE
101121,395,BEML,BEML,EQ,NSE,NSE
107265,419,BEPL,BHANSALI ENG. POLYMERS LT,EQ,NSE,NSE
103425,404,BERGEPAINT,BERGER PAINTS (I),EQ,NSE,NSE
590337,2306,BESTAGRO,BEST AGROLIFE,EQ,NSE,NSE
20737,81,BETA-SM,"""""",EQ,NSE,NSE
1449473,5662,BEWLTD-SM,"""""",EQ,NSE,NSE
5404929,21113,BFINVEST,BF INVESTMENT,EQ,NSE,NSE
3729153,14567,BFUTILITIE,BF UTILITIES,EQ,NSE,NSE
3888385,15189,BGRENERGY,BGR ENERGY SYSTEMS,EQ,NSE,NSE
1577985,6164,BHAGCHEM,BHAGIRADHA CHEM & INDS L,EQ,NSE,NSE
3430401,13400,BHAGERIA,BHAGERIA INDUSTRIES,EQ,NSE,NSE
5318657,20776,BHAGYANGR,BHAGYANAGAR INDIA,EQ,NSE,NSE
5460993,21332,BHAGYAPROP,BHAGYANAGAR PRO,EQ,NSE,NSE
2556161,9985,BHALCHANDR-IT,"""""",EQ,NSE,NSE
5007361,19560,BHANDARI-BE,BHANDARI HOSIERY EXP,EQ,NSE,NSE
108033,422,BHARATFORG,BHARAT FORGE,EQ,NSE,NSE
109057,426,BHARATGEAR,BHARAT GEARS.,EQ,NSE,NSE
981505,3834,BHARATRAS,BHARAT RASAYAN,EQ,NSE,NSE
4127489,16123,BHARATWIRE,BHARAT WIRE ROPES.,EQ,NSE,NSE
2714625,10604,BHARTIARTL,BHARTI AIRTEL,EQ,NSE,NSE
112129,438,BHEL,BHEL,EQ,NSE,NSE
4718337,18431,BIGBLOC,BIGBLOC CONSTRUCTION,EQ,NSE,NSE
2009089,7848,BIL,BHARTIYA INTERNATIONAL,EQ,NSE,NSE
120577,471,BINDALAGRO,OSWAL CHEM. & FERT..,EQ,NSE,NSE
2911489,11373,BIOCON,BIOCON,EQ,NSE,NSE
1058817,4136,BIOFILCHEM,BIOFIL CHEM & PHARMA,EQ,NSE,NSE
563969,2203,BIRET-RR,"""""",EQ,NSE,NSE
122113,477,BIRLACABLE,BIRLA CABLE,EQ,NSE,NSE
122881,480,BIRLACORPN,BIRLA CORPORATION,EQ,NSE,NSE
3901185,15239,BIRLAMONEY,ADITYA BIRLA MONEY,EQ,NSE,NSE
4502017,17586,BIRLATYRE,BIRLA TYRES,EQ,NSE,NSE
1481985,5789,BKMINDST-BZ,"""""",EQ,NSE,NSE
2083585,8139,BLBLIMITED-BE,BLB,EQ,NSE,NSE
4931841,19265,BLISSGVS,BLISS GVS PHARMA,EQ,NSE,NSE
3402241,13290,BLKASHYAP,B.L.KASHYAP & SON,EQ,NSE,NSE
4424449,17283,BLS-BE,BLS INTL SERVS,EQ,NSE,NSE
126721,495,BLUEDART,BLUE DART EXPRESS,EQ,NSE,NSE
2127617,8311,BLUESTARCO,BLUE STAR,EQ,NSE,NSE
1549313,6052,BMETRICS-SM,"""""",EQ,NSE,NSE
6404353,25017,BODALCHEM,BODAL CHEMICALS,EQ,NSE,NSE
131329,513,BOMDYEING,BOMBAY DYEING & MFG. CO L,EQ,NSE,NSE
4967169,19403,BOROLTD-BE,BOROSIL,EQ,NSE,NSE
806145,3149,BORORENEW,BOROSIL RENEWABLES,EQ,NSE,NSE
558337,2181,BOSCHLTD,BOSCH,EQ,NSE,NSE
134657,526,BPCL,BHARAT PETROLEUM CORP  LT,EQ,NSE,NSE
135681,530,BPL,BPL,EQ,NSE,NSE
3788289,14798,BRFL-BZ,"""""",EQ,NSE,NSE
3887105,15184,BRIGADE,BRIGADE ENTER.,EQ,NSE,NSE
998657,3901,BRIGHT-SM,"""""",EQ,NSE,NSE
140033,547,BRITANNIA,BRITANNIA INDUSTRIES,EQ,NSE,NSE
3458049,13508,BRITANNIA-N2,"""""",EQ,NSE,NSE
1296897,5066,BRITANNIA-N3,"""""",EQ,NSE,NSE
5550849,21683,BRNL,BHARAT ROAD NETWORK,EQ,NSE,NSE
6434817,25136,BROOKS,BROOKS LAB,EQ,NSE,NSE
5013761,19585,BSE,BSE,EQ,NSE,NSE
207105,809,BSHSL,BOMBAY SUPER HYBRID SEEDS,EQ,NSE,NSE
143105,559,BSL,BSL,EQ,NSE,NSE
6093825,23804,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,EQ,NSE,NSE
6343937,24781,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,EQ,NSE,NSE
1524993,5957,BSLSENETFG,BIRLASLAMC - BSLSENETFG,EQ,NSE,NSE
