264713,1034,HANGSENG BEES-NAV,HANGSENG BEES-NAV,EQ,INDICES,NSE
264969,1035,INDIA VIX,INDIA VIX,EQ,INDICES,NSE
260617,1018,NIFTY 100,NIFTY 100,EQ,INDICES,NSE
264457,1033,NIFTY 200,NIFTY 200,EQ,INDICES,NSE
256265,1001,NIFTY 50,NIFTY 50,EQ,INDICES,NSE
268041,1047,NIFTY 500,NIFTY 500,EQ,INDICES,NSE
265993,1039,NIFTY ALPHA 50,NIFTY ALPHA 50,EQ,INDICES,NSE
273673,1069,NIFTY ALPHALOWVOL,NIFTY ALPHALOWVOL,EQ,INDICES,NSE
263433,1029,NIFTY AUTO,NIFTY AUTO,EQ,INDICES,NSE
260105,1016,NIFTY BANK,NIFTY BANK,EQ,INDICES,NSE
257289,1005,NIFTY COMMODITIES,NIFTY COMMODITIES,EQ,INDICES,NSE
257545,1006,NIFTY CONSUMPTION,NIFTY CONSUMPTION,EQ,INDICES,NSE
268297,1048,NIFTY CPSE,NIFTY CPSE,EQ,INDICES,NSE
257033,1004,NIFTY DIV OPPS 50,NIFTY DIV OPPS 50,EQ,INDICES,NSE
261641,1022,NIFTY ENERGY,NIFTY ENERGY,EQ,INDICES,NSE
257801,1007,NIFTY FIN SERVICE,NIFTY FIN SERVICE,EQ,INDICES,NSE
261897,1023,NIFTY FMCG,NIFTY FMCG,EQ,INDICES,NSE
270345,1056,NIFTY GROWSECT 15,NIFTY GROWSECT 15,EQ,INDICES,NSE
269065,1051,NIFTY GS 10YR,NIFTY GS 10YR,EQ,INDICES,NSE
269321,1052,NIFTY GS 10YR CLN,NIFTY GS 10YR CLN,EQ,INDICES,NSE
269577,1053,NIFTY GS 11 15YR,NIFTY GS 11 15YR,EQ,INDICES,NSE
269833,1054,NIFTY GS 15YRPLUS,NIFTY GS 15YRPLUS,EQ,INDICES,NSE
268553,1049,NIFTY GS 4 8YR,NIFTY GS 4 8YR,EQ,INDICES,NSE
268809,1050,NIFTY GS 8 13YR,NIFTY GS 8 13YR,EQ,INDICES,NSE
270089,1055,NIFTY GS COMPSITE,NIFTY GS COMPSITE,EQ,INDICES,NSE
261385,1021,NIFTY INFRA,NIFTY INFRA,EQ,INDICES,NSE
259849,1015,NIFTY IT,NIFTY IT,EQ,INDICES,NSE
263945,1031,NIFTY MEDIA,NIFTY MEDIA,EQ,INDICES,NSE
263689,1030,NIFTY METAL,NIFTY METAL,EQ,INDICES,NSE
270601,1057,NIFTY MID LIQ 15,NIFTY MID LIQ 15,EQ,INDICES,NSE
256777,1003,NIFTY MIDCAP 100,NIFTY MIDCAP 100,EQ,INDICES,NSE
266249,1040,NIFTY MIDCAP 150,NIFTY MIDCAP 150,EQ,INDICES,NSE
260873,1019,NIFTY MIDCAP 50,NIFTY MIDCAP 50,EQ,INDICES,NSE
266505,1041,NIFTY MIDSML 400,NIFTY MIDSML 400,EQ,INDICES,NSE
262153,1024,NIFTY MNC,NIFTY MNC,EQ,INDICES,NSE
270857,1058,NIFTY NEXT 50,NIFTY NEXT 50,EQ,INDICES,NSE
262409,1025,NIFTY PHARMA,NIFTY PHARMA,EQ,INDICES,NSE
262665,1026,NIFTY PSE,NIFTY PSE,EQ,INDICES,NSE
262921,1027,NIFTY PSU BANK,NIFTY PSU BANK,EQ,INDICES,NSE
271113,1059,NIFTY PVT BANK,NIFTY PVT BANK,EQ,INDICES,NSE
261129,1020,NIFTY REALTY,NIFTY REALTY,EQ,INDICES,NSE
263177,1028,NIFTY SERV SECTOR,NIFTY SERV SECTOR,EQ,INDICES,NSE
267017,1043,NIFTY SMLCAP 100,NIFTY SMLCAP 100,EQ,INDICES,NSE
267273,1044,NIFTY SMLCAP 250,NIFTY SMLCAP 250,EQ,INDICES,NSE
266761,1042,NIFTY SMLCAP 50,NIFTY SMLCAP 50,EQ,INDICES,NSE
271881,1062,NIFTY100 EQL WGT,NIFTY100 EQL WGT,EQ,INDICES,NSE
267785,1046,NIFTY100 LIQ 15,NIFTY100 LIQ 15,EQ,INDICES,NSE
272137,1063,NIFTY100 LOWVOL30,NIFTY100 LOWVOL30,EQ,INDICES,NSE
272393,1064,NIFTY100 QUALTY30,NIFTY100 QUALTY30,EQ,INDICES,NSE
265737,1038,NIFTY200 QUALTY30,NIFTY200 QUALTY30,EQ,INDICES,NSE
265225,1036,NIFTY50 DIV POINT,NIFTY50 DIV POINT,EQ,INDICES,NSE
271625,1061,NIFTY50 EQL WGT,NIFTY50 EQL WGT,EQ,INDICES,NSE
259081,1012,NIFTY50 PR 1X INV,NIFTY50 PR 1X INV,EQ,INDICES,NSE
258825,1011,NIFTY50 PR 2X LEV,NIFTY50 PR 2X LEV,EQ,INDICES,NSE
259593,1014,NIFTY50 TR 1X INV,NIFTY50 TR 1X INV,EQ,INDICES,NSE
259337,1013,NIFTY50 TR 2X LEV,NIFTY50 TR 2X LEV,EQ,INDICES,NSE
267529,1045,NIFTY50 VALUE 20,NIFTY50 VALUE 20,EQ,INDICES,NSE
5351937,20906,A2ZINFRA,A2Z INFRA ENGINEERING,EQ,NSE,NSE
142593,557,AAATECH-SM,"""""",EQ,NSE,NSE
60161,235,AAKASH,AAKASH EXPLORATION SER L,EQ,NSE,NSE
1342721,5245,AAREYDRUGS,AAREY DRUGS & PHARM,EQ,NSE,NSE
263681,1030,AARON,AARON INDUSTRIES,EQ,NSE,NSE
1147137,4481,AARTIDRUGS,AARTI DRUGS.,EQ,NSE,NSE
1793,7,AARTIIND,AARTI INDUSTRIES,EQ,NSE,NSE
4923649,19233,AARTISURF,AARTI SURFACTANTS,EQ,NSE,NSE
3525377,13771,AARVEEDEN,AARVEE DEN,EQ,NSE,NSE
4882689,19073,AARVI,AARVI ENCON,EQ,NSE,NSE
1378561,5385,AAVAS,AAVAS FINANCIERS,EQ,NSE,NSE
2561,10,ABAN,ABAN OFFSHORE.,EQ,NSE,NSE
3329,13,ABB,ABB INDIA,EQ,NSE,NSE
4583169,17903,ABBOTINDIA,ABBOTT INDIA,EQ,NSE,NSE
5533185,21614,ABCAPITAL,ADITYA BIRLA CAPITAL.,EQ,NSE,NSE
7707649,30108,ABFRL,ADITYA BIRLA FASHION & RT,EQ,NSE,NSE
2821633,11022,ABINFRA-SM,"""""",EQ,NSE,NSE
1420545,5549,ABMINTLLTD,ABM INTERNATIONAL,EQ,NSE,NSE
2198529,8588,ABNINT-IT,"""""",EQ,NSE,NSE
1540609,6018,ABSLAMC,ADIT BIRL SUN LIF AMC,EQ,NSE,NSE
3580673,13987,ABSLBANETF,BIRLASLAMC - ABSLBANETF,EQ,NSE,NSE
1878785,7339,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,EQ,NSE,NSE
5633,22,ACC,ACC,EQ,NSE,NSE
1805569,7053,ACCELYA,ACCELYA SOLN INDIA,EQ,NSE,NSE
5431553,21217,ACCORD-SM,"""""",EQ,NSE,NSE
375041,1465,ACCURACY,ACCURACY SHIPPING,EQ,NSE,NSE
3478273,13587,ACE,ACTION CONST EQUIP,EQ,NSE,NSE
5449217,21286,ACEINTEG-SM,"""""",EQ,NSE,NSE
481025,1879,ACRYSIL,ACRYSIL,EQ,NSE,NSE
6401,25,ADANIENT,ADANI ENTERPRISES,EQ,NSE,NSE
912129,3563,ADANIGREEN,ADANI GREEN ENERGY,EQ,NSE,NSE
3861249,15083,ADANIPORTS,ADANI PORT & SEZ,EQ,NSE,NSE
4451329,17388,ADANIPOWER,ADANI POWER,EQ,NSE,NSE
2616577,10221,ADANITRANS-BE,ADANI TRANSMISSION,EQ,NSE,NSE
5058817,19761,ADFFOODS,ADF FOODS,EQ,NSE,NSE
63489,248,ADL-BE,ARCHIDPLY DECOR,EQ,NSE,NSE
8705,34,ADORWELD,ADOR WELDING,EQ,NSE,NSE
2212865,8644,ADROITINFO-BE,ADROIT INFOTECH,EQ,NSE,NSE
3792129,14813,ADSL,ALLIED DIGITAL SERV.,EQ,NSE,NSE
3774721,14745,ADVANIHOTR,ADVANI HOT.& RES.(I),EQ,NSE,NSE
4617985,18039,ADVENZYMES,ADVANCED ENZYME TECH,EQ,NSE,NSE
10241,40,AEGISCHEM,AEGIS LOGISTICS,EQ,NSE,NSE
2903809,11343,AFFLE,AFFLE (INDIA),EQ,NSE,NSE
867585,3389,AGARIND,AGARWAL INDS CORP.,EQ,NSE,NSE
2834433,11072,AGRITECH,AGRI-TECH (INDIA),EQ,NSE,NSE
2315777,9046,AGROPHOS,AGRO PHOS INDIA,EQ,NSE,NSE
2756865,10769,AHIMSA-SM,"""""",EQ,NSE,NSE
513025,2004,AHLADA,AHLADA ENGINEERS,EQ,NSE,NSE
4976129,19438,AHLEAST,ASIAN HOTELS (EAST),EQ,NSE,NSE
4565249,17833,AHLUCONT,AHLUWALIA CONT IND,EQ,NSE,NSE
3350017,13086,AIAENG,AIA ENGINEERING,EQ,NSE,NSE
1184257,4626,AILIMITED-SM,"""""",EQ,NSE,NSE
2533633,9897,AIRAN,AIRAN,EQ,NSE,NSE
1553409,6068,AIROLAM,AIRO LAM,EQ,NSE,NSE
1647361,6435,AIRTELPP-E1,"""""",EQ,NSE,NSE
123393,482,AISL-SM,"""""",EQ,NSE,NSE
2079745,8124,AJANTPHARM,AJANTA PHARMA,EQ,NSE,NSE
4430593,17307,AJMERA,AJMERA REALTY & INF I,EQ,NSE,NSE
871169,3403,AJOONI,AJOONI BIOTECH,EQ,NSE,NSE
3940609,15393,AJRINFRA-BE,AJR INFRA & TOLLING,EQ,NSE,NSE
3468801,13550,AKASH-BE,AKASH INFRA-PROJECTS,EQ,NSE,NSE
557057,2176,AKG,AKG EXIM,EQ,NSE,NSE
5165569,20178,AKSHARCHEM,AKSHARCHEM INDIA,EQ,NSE,NSE
2199297,8591,AKSHOPTFBR,AKSH OPTIFIBRE,EQ,NSE,NSE
375553,1467,AKZOINDIA,AKZO NOBEL INDIA,EQ,NSE,NSE
2539777,9921,ALANKIT,ALANKIT,EQ,NSE,NSE
4417537,17256,ALBERTDAVD,ALBERT DAVID,EQ,NSE,NSE
20225,79,ALEMBICLTD,ALEMBIC,EQ,NSE,NSE
3495937,13656,ALICON,ALICON CASTALLOY,EQ,NSE,NSE
4341505,16959,ALKALI,ALKALI METALS,EQ,NSE,NSE
2995969,11703,ALKEM,ALKEM LABORATORIES.,EQ,NSE,NSE
1148673,4487,ALKYLAMINE,ALKYL AMINES CHEM.,EQ,NSE,NSE
3456257,13501,ALLCARGO,ALLCARGO LOGISTICS,EQ,NSE,NSE
3020289,11798,ALLSEC,ALLSEC TECHNOLOGIES,EQ,NSE,NSE
4280065,16719,ALMONDZ,ALMONDZ GLOBAL SEC,EQ,NSE,NSE
4524801,17675,ALOKINDS,ALOK INDUSTRIES,EQ,NSE,NSE
3801089,14848,ALPA,ALPA LABORATORIES,EQ,NSE,NSE
3736833,14597,ALPHAGEO,ALPHAGEO (INDIA),EQ,NSE,NSE
25601,100,AMARAJABAT,AMARA RAJA BATTERIES.,EQ,NSE,NSE
