758529,2022-01-07 09:38:15.000000,112.5,3280438
758529,2022-01-07 09:38:15.000000,112.5,3280438
758529,2022-01-07 09:38:15.000000,112.45,3280438
758529,2022-01-07 09:38:23.000000,112.45,3286682
758529,2022-01-07 09:38:23.000000,112.5,3286682
758529,2022-01-07 09:38:23.000000,112.5,3286682
758529,2022-01-07 09:38:23.000000,112.45,3286682
758529,2022-01-07 09:38:23.000000,112.5,3286682
758529,2022-01-07 09:38:30.000000,112.45,3293343
758529,2022-01-07 09:38:30.000000,112.5,3293343
758529,2022-01-07 09:38:30.000000,112.5,3293343
758529,2022-01-07 09:38:30.000000,112.5,3293343
758529,2022-01-07 09:38:30.000000,112.5,3293343
758529,2022-01-07 09:38:30.000000,112.5,3293343
758529,2022-01-07 09:38:30.000000,112.55,3293343
758529,2022-01-07 09:38:30.000000,112.55,3293343
758529,2022-01-07 09:38:36.000000,112.5,3300813
758529,2022-01-07 09:38:36.000000,112.5,3300813
758529,2022-01-07 09:38:36.000000,112.5,3300813
758529,2022-01-07 09:38:36.000000,112.6,3300813
758529,2022-01-07 09:38:39.000000,112.6,3301012
758529,2022-01-07 09:38:39.000000,112.6,3301012
758529,2022-01-07 09:38:39.000000,112.55,3301012
758529,2022-01-07 09:38:39.000000,112.6,3301012
758529,2022-01-07 09:38:39.000000,112.6,3301012
758529,2022-01-07 09:38:48.000000,112.6,3301915
758529,2022-01-07 09:38:48.000000,112.6,3301915
758529,2022-01-07 09:38:48.000000,112.55,3301915
758529,2022-01-07 09:38:48.000000,112.6,3301915
758529,2022-01-07 09:38:48.000000,112.55,3301915
758529,2022-01-07 09:38:48.000000,112.6,3301915
758529,2022-01-07 09:38:54.000000,112.6,3303476
758529,2022-01-07 09:38:54.000000,112.6,3303476
758529,2022-01-07 09:38:54.000000,112.6,3303476
758529,2022-01-07 09:38:54.000000,112.6,3303476
758529,2022-01-07 09:38:54.000000,112.55,3303476
758529,2022-01-07 09:38:54.000000,112.6,3303476
758529,2022-01-07 09:38:54.000000,112.55,3303476
