3484417,2022-01-10 10:20:01.000000,867.65,1268577
3484417,2022-01-10 10:20:01.000000,867.65,1268577
3484417,2022-01-10 10:20:01.000000,867.6,1268577
3484417,2022-01-10 10:20:04.000000,867.9,1269094
3484417,2022-01-10 10:20:04.000000,867.9,1269094
3484417,2022-01-10 10:20:05.000000,867.65,1269099
3484417,2022-01-10 10:20:05.000000,867.65,1269149
3484417,2022-01-10 10:20:06.000000,867.6,1269173
3484417,2022-01-10 10:20:08.000000,867.9,1269341
3484417,2022-01-10 10:20:08.000000,867.9,1269341
3484417,2022-01-10 10:20:08.000000,867.6,1269341
3484417,2022-01-10 10:20:11.000000,867.6,1269799
3484417,2022-01-10 10:20:11.000000,867.6,1269799
3484417,2022-01-10 10:20:12.000000,867.9,1269864
3484417,2022-01-10 10:20:12.000000,867.8,1269864
3484417,2022-01-10 10:20:12.000000,867.9,1269976
3484417,2022-01-10 10:20:12.000000,867.6,1269976
3484417,2022-01-10 10:20:13.000000,867.6,1270359
3484417,2022-01-10 10:20:15.000000,867.85,1270395
3484417,2022-01-10 10:20:15.000000,867.85,1270395
3484417,2022-01-10 10:20:15.000000,867.9,1270408
3484417,2022-01-10 10:20:15.000000,867.9,1270408
3484417,2022-01-10 10:20:17.000000,867.85,1270409
3484417,2022-01-10 10:20:18.000000,867.6,1270420
3484417,2022-01-10 10:20:19.000000,867.85,1270427
3484417,2022-01-10 10:20:20.000000,867.6,1270465
3484417,2022-01-10 10:20:20.000000,867.9,1270465
3484417,2022-01-10 10:20:22.000000,867.65,1270533
3484417,2022-01-10 10:20:22.000000,867.65,1270533
3484417,2022-01-10 10:20:22.000000,867.9,1270533
3484417,2022-01-10 10:20:24.000000,867.55,1270694
3484417,2022-01-10 10:20:24.000000,867.55,1270694
3484417,2022-01-10 10:20:26.000000,867.55,1270961
3484417,2022-01-10 10:20:26.000000,867.8,1270961
3484417,2022-01-10 10:20:28.000000,867.8,1270963
3484417,2022-01-10 10:20:29.000000,867.6,1271018
3484417,2022-01-10 10:20:29.000000,867.6,1271018
3484417,2022-01-10 10:20:29.000000,867.6,1271018
3484417,2022-01-10 10:20:29.000000,867.8,1271018
3484417,2022-01-10 10:20:31.000000,867.8,1271019
3484417,2022-01-10 10:20:31.000000,867.55,1271019
3484417,2022-01-10 10:20:33.000000,867.55,1271119
3484417,2022-01-10 10:20:33.000000,867.55,1271119
3484417,2022-01-10 10:20:33.000000,867.5,1271119
3484417,2022-01-10 10:20:34.000000,867.5,1271179
3484417,2022-01-10 10:20:36.000000,867.95,1271640
3484417,2022-01-10 10:20:36.000000,867.95,1271640
3484417,2022-01-10 10:20:37.000000,867.55,1271686
3484417,2022-01-10 10:20:37.000000,867.6,1271686
3484417,2022-01-10 10:20:38.000000,867.7,1271702
3484417,2022-01-10 10:20:39.000000,867.7,1271743
3484417,2022-01-10 10:20:39.000000,867.7,1271743
3484417,2022-01-10 10:20:39.000000,867.7,1271743
3484417,2022-01-10 10:20:39.000000,867.95,1271743
3484417,2022-01-10 10:20:39.000000,867.95,1271743
3484417,2022-01-10 10:20:39.000000,867.95,1271743
3484417,2022-01-10 10:20:39.000000,867.95,1271743
3484417,2022-01-10 10:20:43.000000,867.95,1271893
3484417,2022-01-10 10:20:43.000000,867.5,1271893
3484417,2022-01-10 10:20:43.000000,867.95,1271893
3484417,2022-01-10 10:20:48.000000,867.55,1272014
3484417,2022-01-10 10:20:48.000000,867.9,1272014
3484417,2022-01-10 10:20:48.000000,867.5,1272014
3484417,2022-01-10 10:20:52.000000,867.9,1272076
3484417,2022-01-10 10:20:52.000000,867.9,1272076
3484417,2022-01-10 10:20:52.000000,867.55,1272076
3484417,2022-01-10 10:20:54.000000,867.55,1272110
3484417,2022-01-10 10:20:54.000000,867.55,1272110
3484417,2022-01-10 10:20:54.000000,867.55,1272110
3484417,2022-01-10 10:20:54.000000,867.55,1272110
