2022-05-30T09:15:00+0530, 2342.2, 2349.95, 2331.05, 2342.95, 43130, 0
2022-05-30T09:20:00+0530,2342.95,2353.65,2342.55,2352.5,33475,0
2022-05-30T09:25:00+0530,2352.5,2357.0,2350.1,2352.4,27250,0
2022-05-30T09:30:00+0530,2352.1,2358.45,2350.0,2350.0,26070,0
2022-05-30T09:35:00+0530,2350.45,2356.0,2346.55,2352.55,18093,0
2022-05-30T09:40:00+0530,2352.55,2354.0,2343.75,2348.75,16663,0
2022-05-30T09:45:00+0530,2348.75,2354.75,2348.65,2350.7,8083,0
2022-05-30T09:50:00+0530,2350.65,2352.4,2349.05,2350.95,6502,0
2022-05-30T09:55:00+0530,2350.95,2352.0,2346.3,2346.8,5867,0
2022-05-30T10:00:00+0530,2346.8,2354.85,2345.0,2354.5,10133,0
2022-05-30T10:05:00+0530,2353.75,2356.85,2352.25,2353.55,6919,0
2022-05-30T10:10:00+0530,2353.45,2358.0,2351.05,2357.0,7883,0
2022-05-30T10:15:00+0530,2357.9,2362.0,2356.0,2358.05,22050,0
2022-05-30T10:20:00+0530,2359.05,2359.4,2353.3,2355.9,11659,0
2022-05-30T10:25:00+0530,2355.9,2362.0,2353.25,2361.4,17481,0
2022-05-30T10:30:00+0530,2361.4,2364.6,2360.0,2361.0,16107,0
2022-05-30T10:35:00+0530,2361.4,2363.8,2356.35,2359.55,20385,0
2022-05-30T10:40:00+0530,2359.35,2361.0,2354.0,2354.55,6561,0
2022-05-30T10:45:00+0530,2354.55,2362.9,2352.55,2362.55,21632,0
2022-05-30T10:50:00+0530,2362.55,2364.6,2362.0,2362.9,16702,0
2022-05-30T10:55:00+0530,2362.85,2362.9,2358.0,2359.35,8394,0
2022-05-30T11:00:00+0530,2359.35,2361.7,2359.05,2359.5,4846,0
2022-05-30T11:05:00+0530,2358.05,2360.7,2358.0,2360.7,5310,0
2022-05-30T11:10:00+0530,2361.0,2365.0,2360.0,2364.0,15501,0
2022-05-30T11:15:00+0530,2364.0,2364.9,2358.45,2359.9,13320,0
2022-05-30T11:20:00+0530,2359.9,2361.1,2357.0,2357.15,8689,0
